run,year,N_HIV_Obs_M_LB,N_HIV_Obs_M_UB,N_CD4_1_Obs_M_LB,N_CD4_1_Obs_M_UB,N_CD4_2_Obs_M_LB,N_CD4_2_Obs_M_UB,N_CD4_3_Obs_M_LB,N_CD4_3_Obs_M_UB,N_CD4_4_Obs_M_LB,N_CD4_4_Obs_M_UB,N_AIDS_M_LB,N_AIDS_M_UB,N_HIVAIDS_Obs_M_LB,N_HIVAIDS_Obs_M_UB,N_Inf_M_LB,N_Inf_M_UB,N_Alive_LB,N_Alive_UB,N_Alive_Diag_M_LB,N_Alive_Diag_M_UB,N_Und_LB,N_Und_UB,N_Und_Alive_p_LB,N_Und_Alive_p_UB,delta1_LB,delta1_UB,delta2_LB,delta2_UB,delta3_LB,delta3_UB,delta4_LB,delta4_UB,t_diag_LB,t_diag_UB,t_diag_p50_LB,t_diag_p50_UB,t_diag_p25_LB,t_diag_p25_UB,t_diag_p75_LB,t_diag_p75_UB,D_Avg_Time_LB,D_Avg_Time_UB,N_Und_CD4_3_M_LB,N_Und_CD4_3_M_UB,N_Und_CD4_4_M_LB,N_Und_CD4_4_M_UB,Version,Timestamp
1,1990,1342.008439,1342.008439,39.343855,39.343855,20.886359,20.886359,16.521119,16.521119,18.868038,18.868038,572.791817,572.791817,161.640426,161.640426,895.696084,895.696084,10300.519618,10300.519618,5532.194963,5532.194963,4768.324655,4768.324655,46.292079,46.292079,0.238278,0.238278,0.2306,0.2306,0.143341,0.143341,0.634035,0.634035,3.812814,3.812814,2.9305,2.9305,1.3975,1.3975,5.3855,5.3855,4.333817,4.333817,1337.628311,1337.628311,395.685928,395.685928,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
1,1991,1292.503534,1292.503534,38.332125,38.332125,20.32954,20.32954,16.703448,16.703448,17.268254,17.268254,633.440666,633.440666,165.799867,165.799867,776.2842,776.2842,10338.948601,10338.948601,6094.153687,6094.153687,4244.794915,4244.794915,41.05635,41.05635,0.265743,0.265743,0.251281,0.251281,0.153114,0.153114,0.56272,0.56272,3.603995,3.603995,2.7575,2.7575,1.3175,1.3175,5.0855,5.0855,4.613655,4.613655,1230.360299,1230.360299,399.858058,399.858058,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
1,1992,1206.715466,1206.715466,99.412801,99.412801,52.663842,52.663842,44.889122,44.889122,41.645849,41.645849,682.86314,682.86314,166.048004,166.048004,687.634565,687.634565,10237.734701,10237.734701,6519.342034,6519.342034,3718.392667,3718.392667,36.320463,36.320463,0.293208,0.293208,0.271962,0.271962,0.162887,0.162887,0.491405,0.491405,3.423661,3.423661,2.6085,2.6085,1.2475,1.2475,4.8255,4.8255,4.853409,4.853409,1102.681535,1102.681535,395.999473,395.999473,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
1,1993,1100.839415,1100.839415,147.928655,147.928655,78.404151,78.404151,69.427161,69.427161,61.641482,61.641482,721.040566,721.040566,162.280936,162.280936,627.361431,627.361431,9971.973344,9971.973344,6734.213911,6734.213911,3237.759433,3237.759433,32.468593,32.468593,0.320673,0.320673,0.292643,0.292643,0.17266,0.17266,0.42009,0.42009,3.267604,3.267604,2.4785,2.4785,1.1875,1.1875,4.6015,4.6015,5.050845,5.050845,971.684885,971.684885,377.360058,377.360058,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
1,1994,991.394783,991.394783,231.642135,231.642135,122.513684,122.513684,111.964483,111.964483,100.293224,100.293224,748.4363,748.4363,151.889022,151.889022,592.15834,592.15834,9601.599204,9601.599204,6769.773268,6769.773268,2831.825937,2831.825937,29.493274,29.493274,0.333747,0.333747,0.303229,0.303229,0.179187,0.179187,0.413523,0.413523,3.185383,3.185383,2.4105,2.4105,1.1565,1.1565,4.4795,4.4795,5.178136,5.178136,850.45701,850.45701,346.20008,346.20008,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
1,1995,893.922479,893.922479,162.948175,162.948175,85.346801,85.346801,79.116658,79.116658,69.901089,69.901089,765.706081,765.706081,138.24926,138.24926,578.718837,578.718837,9334.992198,9334.992198,6824.465555,6824.465555,2510.526642,2510.526642,26.89372,26.89372,0.346821,0.346821,0.313815,0.313815,0.185714,0.185714,0.406956,0.406956,3.10762,3.10762,2.3465,2.3465,1.1275,1.1275,4.3645,4.3645,5.197415,5.197415,745.806576,745.806576,312.516572,312.516572,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
1,1996,815.686246,815.686246,202.56949,202.56949,104.45398,104.45398,96.524097,96.524097,82.919106,82.919106,774.46475,774.46475,124.560686,124.560686,583.736466,583.736466,9235.310545,9235.310545,6962.225781,6962.225781,2273.084763,2273.084763,24.612976,24.612976,0.359894,0.359894,0.324401,0.324401,0.192241,0.192241,0.400388,0.400388,3.033971,3.033971,2.2855,2.2855,1.1005,1.1005,4.2555,4.2555,5.102789,5.102789,660.929581,660.929581,281.405135,281.405135,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
1,1997,759.415981,759.415981,218.118337,218.118337,110.327997,110.327997,100.057419,100.057419,82.675475,82.675475,776.544618,776.544618,112.439615,112.439615,603.904771,603.904771,9479.135871,9479.135871,7366.519976,7366.519976,2112.615894,2112.615894,22.287009,22.287009,0.372968,0.372968,0.334987,0.334987,0.198769,0.198769,0.393821,0.393821,2.964126,2.964126,2.2285,2.2285,1.0755,1.0755,4.1525,4.1525,4.902628,4.902628,596.397361,596.397361,255.352587,255.352587,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
1,1998,725.135424,725.135424,210.684117,210.684117,104.432535,104.432535,91.88537,91.88537,72.407235,72.407235,773.846871,773.846871,102.634516,102.634516,635.917296,635.917296,9851.389381,9851.389381,7832.51695,7832.51695,2018.872431,2018.872431,20.493276,20.493276,0.386042,0.386042,0.345574,0.345574,0.205296,0.205296,0.387254,0.387254,2.897806,2.897806,2.1745,2.1745,1.0515,1.0515,4.0545,4.0545,4.622747,4.622747,551.008597,551.008597,235.347597,235.347597,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
1,1999,711.184833,711.184833,187.316055,187.316055,91.113884,91.113884,77.326578,77.326578,57.766043,57.766043,768.213164,768.213164,95.384971,95.384971,676.467585,676.467585,10287.670869,10287.670869,8307.721377,8307.721377,1979.949492,1979.949492,19.245848,19.245848,0.399115,0.399115,0.35616,0.35616,0.211823,0.211823,0.380687,0.380687,2.834758,2.834758,2.1235,2.1235,1.0285,1.0285,3.9615,3.9615,4.302143,4.302143,522.459654,522.459654,221.475541,221.475541,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
1,2000,714.845167,714.845167,248.066316,248.066316,118.755151,118.755151,97.223246,97.223246,68.653916,68.653916,761.323106,761.323106,90.621097,90.621097,722.249183,722.249183,10760.418567,10760.418567,8777.060701,8777.060701,1983.357865,1983.357865,18.431977,18.431977,0.412189,0.412189,0.366746,0.366746,0.21835,0.21835,0.37412,0.37412,2.774753,2.774753,2.0755,2.0755,1.0065,1.0065,3.8725,3.8725,3.981994,3.981994,507.839978,507.839978,213.269291,213.269291,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
1,2001,732.742201,732.742201,236.141888,236.141888,111.650427,111.650427,88.581742,88.581742,59.146129,59.146129,754.618349,754.618349,88.084873,88.084873,769.955633,769.955633,11298.14769,11298.14769,9281.460209,9281.460209,2016.687481,2016.687481,17.849718,17.849718,0.425262,0.425262,0.377332,0.377332,0.224877,0.224877,0.367552,0.367552,2.717582,2.717582,2.0295,2.0295,0.9865,0.9865,3.7875,3.7875,3.694321,3.694321,503.978598,503.978598,209.930872,209.930872,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
1,2002,761.118027,761.118027,249.534351,249.534351,116.920312,116.920312,90.527917,90.527917,57.322987,57.322987,749.250168,749.250168,87.407812,87.407812,816.395513,816.395513,11903.18136,11903.18136,9835.070357,9835.070357,2068.111003,2068.111003,17.374439,17.374439,0.438336,0.438336,0.387918,0.387918,0.231404,0.231404,0.360985,0.360985,2.663055,2.663055,1.9855,1.9855,0.9675,0.9675,3.7065,3.7065,3.456542,3.456542,507.682233,507.682233,210.478329,210.478329,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
1,2003,792.028646,792.028646,273.29821,273.29821,128.700932,128.700932,99.602785,99.602785,63.455589,63.455589,746.197232,746.197232,87.682477,87.682477,859.642769,859.642769,12563.805181,12563.805181,10431.94613,10431.94613,2131.859052,2131.859052,16.968259,16.968259,0.45141,0.45141,0.398505,0.398505,0.237931,0.237931,0.354418,0.354418,2.611001,2.611001,1.9435,1.9435,0.9485,0.9485,3.6295,3.6295,3.293064,3.293064,515.527964,515.527964,209.785271,209.785271,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
1,2004,822.198845,822.198845,280.840779,280.840779,134.174845,134.174845,105.452035,105.452035,69.837478,69.837478,746.004684,746.004684,86.752676,86.752676,899.036714,899.036714,13346.207137,13346.207137,11141.335293,11141.335293,2204.871843,2204.871843,16.520588,16.520588,0.442257,0.442257,0.399664,0.399664,0.247608,0.247608,0.397004,0.397004,2.601211,2.601211,1.9435,1.9435,0.9505,0.9505,3.6145,3.6145,3.179754,3.179754,525.540953,525.540953,206.021957,206.021957,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
1,2005,853.667371,853.667371,286.298607,286.298607,138.651805,138.651805,110.453785,110.453785,74.482288,74.482288,748.738045,748.738045,84.987887,84.987887,934.031696,934.031696,14114.11752,14114.11752,11832.628616,11832.628616,2281.488904,2281.488904,16.164588,16.164588,0.433105,0.433105,0.400824,0.400824,0.257285,0.257285,0.43959,0.43959,2.594061,2.594061,1.9435,1.9435,0.9525,0.9525,3.6035,3.6035,3.092731,3.092731,536.670938,536.670938,201.365358,201.365358,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
1,2006,884.895387,884.895387,289.376427,289.376427,142.150571,142.150571,114.75158,114.75158,77.975087,77.975087,754.448688,754.448688,83.016913,83.016913,964.082064,964.082064,14893.713263,14893.713263,12536.698044,12536.698044,2357.01522,2357.01522,15.825571,15.825571,0.423952,0.423952,0.401984,0.401984,0.266962,0.266962,0.482176,0.482176,2.589322,2.589322,1.9445,1.9445,0.9545,0.9545,3.5945,3.5945,3.032484,3.032484,547.819233,547.819233,196.593914,196.593914,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
1,2007,914.487652,914.487652,291.208939,291.208939,145.229383,145.229383,118.830642,118.830642,80.940826,80.940826,762.997815,762.997815,81.03349,81.03349,988.642163,988.642163,15703.45774,15703.45774,13275.860918,13275.860918,2427.596822,2427.596822,15.458995,15.458995,0.4148,0.4148,0.403143,0.403143,0.276639,0.276639,0.524762,0.524762,2.586811,2.586811,1.9465,1.9465,0.9575,0.9575,3.5895,3.5895,2.995682,2.995682,557.989372,557.989372,191.830811,191.830811,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
1,2008,941.189065,941.189065,345.032128,345.032128,174.829293,174.829293,145.024694,145.024694,98.735829,98.735829,774.085514,774.085514,79.035257,79.035257,1007.166342,1007.166342,16552.54114,16552.54114,14062.451844,14062.451844,2490.089295,2490.089295,15.043547,15.043547,0.405647,0.405647,0.404303,0.404303,0.286317,0.286317,0.567348,0.567348,2.586379,2.586379,1.9495,1.9495,0.9595,0.9595,3.5875,3.5875,2.977765,2.977765,566.349739,566.349739,186.951876,186.951876,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
1,2009,963.902778,963.902778,345.011977,345.011977,177.736118,177.736118,149.467168,149.467168,101.524517,101.524517,787.28991,787.28991,76.958117,76.958117,1019.108948,1019.108948,17449.727744,17449.727744,14907.825497,14907.825497,2541.902247,2541.902247,14.567002,14.567002,0.396495,0.396495,0.405463,0.405463,0.295994,0.295994,0.609934,0.609934,2.587907,2.587907,1.9525,1.9525,0.9625,0.9625,3.5875,3.5875,2.974362,2.974362,572.240083,572.240083,181.78228,181.78228,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
1,2010,981.684641,981.684641,351.808859,351.808859,184.364395,184.364395,157.135503,157.135503,106.336034,106.336034,802.094926,802.094926,74.732676,74.732676,1023.924328,1023.924328,18293.081097,18293.081097,15712.234257,15712.234257,2580.84684,2580.84684,14.108322,14.108322,0.387342,0.387342,0.406622,0.406622,0.305671,0.305671,0.65252,0.65252,2.591301,2.591301,1.9565,1.9565,0.9655,0.9655,3.5905,3.5905,2.981933,2.981933,575.148885,575.148885,176.17438,176.17438,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
1,2011,993.723299,993.723299,336.562333,336.562333,179.509226,179.509226,154.995643,154.995643,104.373113,104.373113,817.916051,817.916051,72.305567,72.305567,1021.06683,1021.06683,19154.265705,19154.265705,16549.263413,16549.263413,2605.002292,2605.002292,13.600116,13.600116,0.37819,0.37819,0.407782,0.407782,0.315348,0.315348,0.695106,0.695106,2.596486,2.596486,1.9615,1.9615,0.9685,0.9685,3.5965,3.5965,2.997925,2.997925,574.681991,574.681991,170.02724,170.02724,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
1,2012,999.312653,999.312653,304.817998,304.817998,165.550561,165.550561,144.731444,144.731444,96.881574,96.881574,834.120675,834.120675,69.642459,69.642459,1009.990802,1009.990802,20045.546431,20045.546431,17432.936648,17432.936648,2612.609783,2612.609783,13.033368,13.033368,0.369037,0.369037,0.408942,0.408942,0.325025,0.325025,0.737692,0.737692,2.603404,2.603404,1.9675,1.9675,0.9715,0.9715,3.6035,3.6035,3.020711,3.020711,570.532264,570.532264,163.282228,163.282228,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
1,2013,982.43058,982.43058,335.079354,335.079354,184.379115,184.379115,161.555726,161.555726,114.947214,114.947214,850.160855,850.160855,66.305914,66.305914,990.159693,990.159693,20882.396128,20882.396128,18264.980776,18264.980776,2617.415352,2617.415352,12.534076,12.534076,0.359884,0.359884,0.410101,0.410101,0.334702,0.334702,0.780278,0.780278,2.612015,2.612015,1.9745,1.9745,0.9745,0.9745,3.6135,3.6135,3.05778,3.05778,568.953326,568.953326,152.720746,152.720746,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
1,2014,945.98246,945.98246,362.669716,362.669716,202.047108,202.047108,176.311158,176.311158,137.783404,137.783404,865.242207,865.242207,61.452127,61.452127,961.137085,961.137085,21627.215571,21627.215571,18997.355127,18997.355127,2629.860444,2629.860444,12.159959,12.159959,0.335696,0.335696,0.388501,0.388501,0.31881,0.31881,0.891242,0.891242,2.718787,2.718787,2.0535,2.0535,1.0095,1.0095,3.7645,3.7645,3.102175,3.102175,573.501539,573.501539,140.626523,140.626523,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
1,2015,907.876656,907.876656,316.445027,316.445027,179.498914,179.498914,156.840425,156.840425,131.647251,131.647251,878.540315,878.540315,56.641831,56.641831,922.586688,922.586688,22450.00287,22450.00287,19807.929831,19807.929831,2642.073039,2642.073039,11.768698,11.768698,0.311507,0.311507,0.366901,0.366901,0.302919,0.302919,1.002207,1.002207,2.839116,2.839116,2.1425,2.1425,1.0485,1.0485,3.9345,3.9345,3.160827,3.160827,580.776259,580.776259,129.979598,129.979598,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
1,2016,867.331201,867.331201,254.06082,254.06082,147.43576,147.43576,129.620416,129.620416,116.290763,116.290763,889.452414,889.452414,52.490401,52.490401,874.181317,874.181317,23166.202753,23166.202753,20519.593991,20519.593991,2646.608762,2646.608762,11.424439,11.424439,0.287318,0.287318,0.345301,0.345301,0.287027,0.287027,1.113172,1.113172,2.974746,2.974746,2.2445,2.2445,1.0925,1.0925,4.1275,4.1275,3.242564,3.242564,588.313783,588.313783,120.866978,120.866978,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
1,2017,822.882958,822.882958,256.848163,256.848163,153.227188,153.227188,136.108207,136.108207,130.568195,130.568195,897.333634,897.333634,48.891113,48.891113,815.593787,815.593787,23762.717161,23762.717161,21125.553266,21125.553266,2637.163896,2637.163896,11.097906,11.097906,0.263129,0.263129,0.323701,0.323701,0.271136,0.271136,1.224137,1.224137,3.127964,3.127964,2.3595,2.3595,1.1415,1.1415,4.3455,4.3455,3.351132,3.351132,594.259549,594.259549,112.772214,112.772214,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
1,2018,773.393705,773.393705,235.355579,235.355579,145.132125,145.132125,130.74232,130.74232,134.352816,134.352816,901.535399,901.535399,45.627772,45.627772,746.496911,746.496911,24331.325493,24331.325493,21723.070198,21723.070198,2608.255294,2608.255294,10.719742,10.719742,0.23894,0.23894,0.302101,0.302101,0.255245,0.255245,1.335101,1.335101,3.301728,3.301728,2.4915,2.4915,1.1985,1.1985,4.5935,4.5935,3.488773,3.488773,597.108171,597.108171,105.216781,105.216781,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
1,2019,718.242266,718.242266,189.750157,189.750157,121.772439,121.772439,111.666145,111.666145,123.225016,123.225016,901.423416,901.423416,42.52449,42.52449,666.563504,666.563504,24825.518247,24825.518247,22270.816693,22270.816693,2554.701553,2554.701553,10.290627,10.290627,0.214751,0.214751,0.280501,0.280501,0.239353,0.239353,1.446066,1.446066,3.499847,3.499847,2.6435,2.6435,1.2635,1.2635,4.8765,4.8765,3.658795,3.658795,595.513545,595.513545,97.854048,97.854048,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
1,2020,608.165817,608.165817,150.557948,150.557948,104.893139,104.893139,90.93768,90.93768,110.058286,110.058286,895.877363,895.877363,41.221399,41.221399,575.46638,575.46638,25250.117786,25250.117786,22729.933193,22729.933193,2520.184593,2520.184593,9.980883,9.980883,0.190563,0.190563,0.258901,0.258901,0.223462,0.223462,1.557031,1.557031,3.727257,3.727257,2.8205,2.8205,1.3395,1.3395,5.2015,5.2015,3.87627,3.87627,602.227025,602.227025,104.581043,104.581043,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
1,2021,467.158242,467.158242,104.471697,104.471697,86.822707,86.822707,61.357772,61.357772,96.476013,96.476013,884.359527,884.359527,47.02093,47.02093,472.878353,472.878353,25470.307556,25470.307556,22946.476088,22946.476088,2523.831469,2523.831469,9.908916,9.908916,0.138162,0.138162,0.213934,0.213934,0.154956,0.154956,1.198229,1.198229,4.492993,4.492993,3.4535,3.4535,1.6375,1.6375,6.3125,6.3125,4.170018,4.170018,625.801116,625.801116,126.72688,126.72688,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
1,2022,509.489926,509.489926,120.6398,120.6398,87.389487,87.389487,78.649997,78.649997,101.432473,101.432473,867.460678,867.460678,55.712796,55.712796,358.472237,358.472237,25608.42889,25608.42889,23238.071585,23238.071585,2370.357305,2370.357305,9.256161,9.256161,0.085762,0.085762,0.168968,0.168968,0.086451,0.086451,0.839426,0.839426,5.671669,5.671669,4.4785,4.4785,2.1495,2.1495,8.0375,8.0375,4.486334,4.486334,605.851918,605.851918,137.347554,137.347554,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
1,2023,650.186495,650.186495,183.185356,183.185356,101.812068,101.812068,134.62908,134.62908,112.082785,112.082785,845.004516,845.004516,55.034619,55.034619,231.920847,231.920847,25583.850271,25583.850271,23634.185187,23634.185187,1949.665084,1949.665084,7.620687,7.620687,0.175627,0.175627,0.214901,0.214901,0.209019,0.209019,0.918714,0.918714,4.049223,4.049223,3.1115,3.1115,1.4875,1.4875,5.6855,5.6855,4.889186,4.889186,506.665143,506.665143,121.375724,121.375724,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
2,1980,0.627497,0.650374,0,0,0,0,0,0,0,0,0.627497,0.650374,0.627497,0.650374,286.59539,296.925078,286.567722,296.896402,0.627497,0.650374,285.940225,296.246029,99.780943,99.78103,0,0,0,0,0,0,0,0,11.567122,11.567122,10.8755,10.8755,6.3895,6.3895,17.2385,17.2385,0.5,0.5,31.138181,32.265441,7.170485,7.430323,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
2,1981,7.887244,8.169088,0,0,0,0,0,0,0,0,7.887244,8.169088,7.887244,8.169088,758.415329,784.597491,1043.400651,1079.899066,7.280104,7.584824,1036.120547,1072.314242,99.297636,99.302271,0,0,0,0,0,0,0,0,11.567122,11.567122,10.8755,10.8755,6.3895,6.3895,17.2385,17.2385,1.151689,1.151932,150.733466,156.040124,41.072905,42.524395,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
2,1982,27.911446,28.884214,0,0,0,0,0,0,0,0,27.911446,28.884214,27.911446,28.884214,1091.587604,1127.096256,2133.757591,2205.721766,35.19155,36.469038,2098.566041,2169.252728,98.346617,98.350724,0,0,0,0,0,0,0,0,11.567122,11.567122,10.8755,10.8755,6.3895,6.3895,17.2385,17.2385,1.661222,1.661852,351.52926,363.512323,109.452714,113.214138,ECDC HIV Modelling Tool v.1.3.0,2024/09/09 16:46:50
