"region","context","sex","year","diagnoses","retested","prop_retested","prop_lower","prop_upper"
"regional","gp","male","2021",104,49,0.471153846153846,0.373383218229393,0.571080688032134
"remote","gp","male","2021",5,4,0.8,0.298791054072394,0.989470045640983
"regional+remote","gp","male","2021",109,53,0.486238532110092,0.390082350518622,0.583376697417015
"urban","shc","female","2021",933,344,0.368703108252947,0.337818679420044,0.400682884891239
"regional","shc","female","2021",246,97,0.394308943089431,0.333366937918378,0.458608370564315
"remote","shc","female","2021",4,3,0.75,0.219426520065363,0.986808838176273
"regional+remote","shc","female","2021",250,100,0.4,0.339308550966954,0.463817001912599
"urban","gp","female","2021",197,87,0.441624365482233,0.371606691745734,0.513956059013595
"regional","gp","female","2021",17,7,0.411764705882353,0.194278912564051,0.665464981012601
"remote","gp","female","2021",1,0,0,0,0.945379244471148
"regional+remote","gp","female","2021",18,7,0.388888888888889,0.182625535971265,0.638599023117675
"urban","shc","all","2021",5553,2818,0.507473437781379,0.494233407863007,0.52070306415594
"regional","shc","all","2021",865,365,0.421965317919075,0.388899870613601,0.455732895360881
"remote","shc","all","2021",12,7,0.583333333333333,0.285992812103924,0.835007484869937
"regional+remote","shc","all","2021",877,372,0.424173318129989,0.391302974316556,0.457716543347375
"urban","gp","all","2021",3404,2332,0.685076380728555,0.669122852128458,0.700608732671433
"regional","gp","all","2021",121,56,0.462809917355372,0.372532103156935,0.555481258194815
"remote","gp","all","2021",6,4,0.666666666666667,0.241078210981952,0.940010295311579
"regional+remote","gp","all","2021",127,60,0.47244094488189,0.383920512669967,0.562651915348952
"urban","shc","male","2022",5421,2922,0.53901494189264,0.525630196061451,0.552344048982121
"regional","shc","male","2022",703,314,0.446657183499289,0.409594417952057,0.48431094192374
"remote","shc","male","2022",8,2,0.25,0.0445439137995155,0.644244839615369
"regional+remote","shc","male","2022",711,316,0.444444444444444,0.407621727533497,0.481875722058352
"urban","gp","male","2022",3389,2478,0.731189141339628,0.715857340406651,0.745992255283938
"regional","gp","male","2022",112,65,0.580357142857143,0.483344651457874,0.671784264192127
"remote","gp","male","2022",4,3,0.75,0.219426520065363,0.986808838176273
"regional+remote","gp","male","2022",116,68,0.586206896551724,0.490922504391967,0.675703273605153
"urban","shc","female","2022",1096,378,0.344890510948905,0.316889345540021,0.373992721450487
"regional","shc","female","2022",278,96,0.345323741007194,0.290175530438104,0.404823039009827
"remote","shc","female","2022",7,3,0.428571428571429,0.118083011261553,0.797628306393515
"regional+remote","shc","female","2022",285,99,0.347368421052632,0.292784638851969,0.406139966099648
"urban","gp","female","2022",163,66,0.404907975460123,0.329673357379182,0.484697617519222
"regional","gp","female","2022",18,4,0.222222222222222,0.0737231021972173,0.480813853891946
"remote","gp","female","2022",0,0,0,0,0
"regional+remote","gp","female","2022",18,4,0.222222222222222,0.0737231021972173,0.480813853891946
"urban","shc","all","2022",6556,3318,0.506101281269067,0.493922753522562,0.51827261814727
"regional","shc","all","2022",981,410,0.417940876656473,0.386952974260929,0.449579486604462
"remote","shc","all","2022",15,5,0.333333333333333,0.129878037084165,0.613134546731669
"regional+remote","shc","all","2022",996,415,0.416666666666667,0.385931608232537,0.448052548129123
"urban","gp","all","2022",3558,2546,0.715570545250141,0.700377876217872,0.730293821936523
"regional","gp","all","2022",130,69,0.530769230769231,0.441562027604768,0.618132143250603
"remote","gp","all","2022",4,3,0.75,0.219426520065363,0.986808838176273
"regional+remote","gp","all","2022",134,72,0.537313432835821,0.449359854450222,0.623096630975898
"urban","shc","male","2023",6265,3176,0.506943335993615,0.494483228898627,0.519394878687999
"regional","shc","male","2023",752,338,0.449468085106383,0.413604452463376,0.485854941688169
"remote","shc","male","2023",6,2,0.333333333333333,0.0599897046884212,0.758921789018048
"regional+remote","shc","male","2023",758,340,0.448548812664908,0.412839624096468,0.484786511555492
"urban","gp","male","2023",3526,2453,0.695689166193988,0.680152293406972,0.710796135028151
"regional","gp","male","2023",108,64,0.592592592592593,0.493671704921513,0.684840766499637
"remote","gp","male","2023",1,0,0,0,0.945379244471148
"regional+remote","gp","male","2023",109,64,0.587155963302752,0.488727414385211,0.679361108423361
"urban","shc","female","2023",1699,606,0.356680400235433,0.333960261761086,0.38005551564918
"regional","shc","female","2023",350,119,0.34,0.290985630334853,0.392587828539043
"remote","shc","female","2023",4,0,0,0,0.604226965517221
"regional+remote","shc","female","2023",354,119,0.336158192090395,0.287593770006,0.388340684560073
"urban","gp","female","2023",216,83,0.384259259259259,0.319748750533371,0.45295762620801
"regional","gp","female","2023",16,6,0.375,0.162837033551744,0.641264130443026
"remote","gp","female","2023",1,0,0,0,0.945379244471148
"regional+remote","gp","female","2023",17,6,0.352941176470588,0.152592359012394,0.61379594273215
"urban","shc","all","2023",8005,3800,0.474703310430981,0.463716617274185,0.485714409345781
"regional","shc","all","2023",1107,460,0.41553748870822,0.386402066450566,0.445266151937311
"remote","shc","all","2023",10,2,0.2,0.0354269437473664,0.55781857572145
"regional+remote","shc","all","2023",1117,462,0.4136078782453,0.384629633630083,0.443187468221572
"urban","gp","all","2023",3753,2542,0.67732480682121,0.662058485010733,0.692225262782225
"regional","gp","all","2023",124,70,0.564516129032258,0.472611024239818,0.652367597309028
"remote","gp","all","2023",2,1,0.5,0.0945312057342307,0.905468794265769
"regional+remote","gp","all","2023",126,71,0.563492063492063,0.472353633175151,0.650704014261765
"urban","shc","male","2024",5635,2577,0.457320319432121,0.444258141253953,0.47044104519902
"regional","shc","male","2024",721,303,0.420249653259362,0.384054562345975,0.45730627967034
"remote","shc","male","2024",17,4,0.235294117647059,0.078231219072087,0.502383726283664
"regional+remote","shc","male","2024",738,307,0.415989159891599,0.380287228963152,0.452577685519195
"urban","gp","male","2024",2786,1812,0.650394831299354,0.632310818427291,0.668060478552495
"regional","gp","male","2024",78,42,0.538461538461538,0.422433511570585,0.650674740429453
"remote","gp","male","2024",2,1,0.5,0.0945312057342307,0.905468794265769
"regional+remote","gp","male","2024",80,43,0.5375,0.422991977793551,0.648379653100372
"urban","shc","female","2024",1736,555,0.319700460829493,0.297899114473849,0.342308426544847
"regional","shc","female","2024",308,92,0.298701298701299,0.248797166666713,0.353721230650915
"remote","shc","female","2024",6,2,0.333333333333333,0.0599897046884212,0.758921789018048
"regional+remote","shc","female","2024",314,94,0.299363057324841,0.24988381441077,0.35384348570027
"urban","gp","female","2024",187,72,0.385026737967914,0.315733605437672,0.459124037290891
"regional","gp","female","2024",14,2,0.142857142857143,0.0251393544563727,0.438493428161567
"remote","gp","female","2024",0,0,0,0,0
"regional+remote","gp","female","2024",14,2,0.142857142857143,0.0251393544563727,0.438493428161567
"urban","shc","all","2024",7406,3147,0.424925735889819,0.413641914043981,0.436287865389204
"regional","shc","all","2024",1033,395,0.382381413359148,0.352758703921121,0.412889874648797
"remote","shc","all","2024",23,6,0.260869565217391,0.110834487733017,0.486878692401141
"regional+remote","shc","all","2024",1056,401,0.379734848484849,0.350484380276695,0.409871208212907
"urban","gp","all","2024",2977,1886,0.633523681558616,0.615883858292329,0.650816019425963
"regional","gp","all","2024",92,44,0.478260869565217,0.373955580038422,0.584399737685518
"remote","gp","all","2024",2,1,0.5,0.0945312057342307,0.905468794265769
"regional+remote","gp","all","2024",94,45,0.478723404255319,0.375509902542452,0.583693890272298
